date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:01:22	104634/104634	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2015%20Aug%202019%2022:01:19%20GMT	http://www.tunav.com/bundles/frontend/assets/img/1920x1080/22.jpg	C:/My%20Web%20Sites/nav/www.tunav.com/bundles/frontend/assets/img/1920x1080/22.68.delayed	(from http://www.tunav.com/css/26984de_global_11.css)
23:01:23	104634/104634	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2015%20Aug%202019%2022:01:20%20GMT	http://www.tunav.com/bundles/frontend/assets/img/1920x1080/29.jpg	C:/My%20Web%20Sites/nav/www.tunav.com/bundles/frontend/assets/img/1920x1080/29.jpg	(from http://www.tunav.com/css/26984de_global_11.css)
23:01:46	137074/137074	---M--	200	added ('OK')	image/jpeg	date:Mon,%2012%20Dec%202016%2013:55:28%20GMT	http://www.tunav.com/bundles/frontend/assets/img/office_room_interior_wallpaper.jpg	C:/My%20Web%20Sites/nav/www.tunav.com/bundles/frontend/assets/img/office_room_interior_wallpaper.jpg	(from http://www.tunav.com/css/26984de_global_11.css)
23:01:47	104634/104634	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2015%20Aug%202019%2022:01:44%20GMT	http://www.tunav.com/bundles/frontend/assets/img/1920x1080/52.jpg	C:/My%20Web%20Sites/nav/www.tunav.com/bundles/frontend/assets/img/1920x1080/52.6b.delayed	(from http://www.tunav.com/css/26984de_global_11.css)
23:01:48	104634/104634	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2015%20Aug%202019%2022:01:45%20GMT	http://www.tunav.com/bundles/frontend/assets/img/1920x1080/34.jpg	C:/My%20Web%20Sites/nav/www.tunav.com/bundles/frontend/assets/img/1920x1080/34.jpg	(from http://www.tunav.com/css/26984de_global_11.css)
23:01:56	304706/304706	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Mar%202017%2008:54:43%20GMT	http://www.tunav.com/bundles/frontend/assets/img/telemetrie-bg.jpg	C:/My%20Web%20Sites/nav/www.tunav.com/bundles/frontend/assets/img/telemetrie-bg.jpg	(from http://www.tunav.com/css/26984de_global_11.css)
23:02:19	474454/474454	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Dec%202016%2008:45:24%20GMT	http://www.tunav.com/bundles/frontend/assets/img/safari/safari-bg.jpg	C:/My%20Web%20Sites/nav/www.tunav.com/bundles/frontend/assets/img/safari/safari-bg.jpg	(from http://www.tunav.com/css/26984de_global_11.css)
23:02:19	189072/189072	---M--	200	added ('OK')	image/jpeg	date:Thu,%2010%20Nov%202016%2010:31:48%20GMT	http://www.tunav.com/bundles/frontend/assets/img/call-for-action.jpg	C:/My%20Web%20Sites/nav/www.tunav.com/bundles/frontend/assets/img/call-for-action.jpg	(from http://www.tunav.com/css/26984de_global_11.css)
23:02:20	104634/104634	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2015%20Aug%202019%2022:02:17%20GMT	http://www.tunav.com/bundles/frontend/assets/img/1920x1080/19.jpg	C:/My%20Web%20Sites/nav/www.tunav.com/bundles/frontend/assets/img/1920x1080/19.6f.delayed	(from http://www.tunav.com/css/26984de_global_11.css)
23:02:20	154461/154461	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202016%2015:58:22%20GMT	http://www.tunav.com/bundles/frontend/assets/img/laTrace-bg-2.jpg	C:/My%20Web%20Sites/nav/www.tunav.com/bundles/frontend/assets/img/laTrace-bg-2.jpg	(from http://www.tunav.com/css/26984de_global_11.css)
23:02:22	104634/104634	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2015%20Aug%202019%2022:02:18%20GMT	http://www.tunav.com/bundles/frontend/assets/img/1920x1080/40.jpg	C:/My%20Web%20Sites/nav/www.tunav.com/bundles/frontend/assets/img/1920x1080/40.jpg	(from http://www.tunav.com/css/26984de_global_11.css)
23:02:23	104634/104634	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2015%20Aug%202019%2022:02:20%20GMT	http://www.tunav.com/bundles/frontend/assets/img/1920x1080/04.jpg	C:/My%20Web%20Sites/nav/www.tunav.com/bundles/frontend/assets/img/1920x1080/04.jpg	(from http://www.tunav.com/css/26984de_global_11.css)
23:02:24	104634/104634	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2015%20Aug%202019%2022:02:21%20GMT	http://www.tunav.com/bundles/frontend/assets/img/1920x1080/12.jpg	C:/My%20Web%20Sites/nav/www.tunav.com/bundles/frontend/assets/img/1920x1080/12.jpg	(from http://www.tunav.com/css/26984de_global_11.css)
23:02:26	104634/104634	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2015%20Aug%202019%2022:02:22%20GMT	http://www.tunav.com/bundles/frontend/assets/img/1920x1080/42.jpg	C:/My%20Web%20Sites/nav/www.tunav.com/bundles/frontend/assets/img/1920x1080/42.jpg	(from http://www.tunav.com/css/26984de_global_11.css)
23:02:27	104634/104634	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2015%20Aug%202019%2022:02:24%20GMT	http://www.tunav.com/bundles/frontend/assets/img/1920x1080/46.jpg	C:/My%20Web%20Sites/nav/www.tunav.com/bundles/frontend/assets/img/1920x1080/46.75.delayed	(from http://www.tunav.com/css/26984de_global_11.css)
23:02:29	104634/104634	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2015%20Aug%202019%2022:02:25%20GMT	http://www.tunav.com/bundles/frontend/assets/img/1920x1080/56.jpg	C:/My%20Web%20Sites/nav/www.tunav.com/bundles/frontend/assets/img/1920x1080/56.jpg	(from http://www.tunav.com/css/26984de_global_11.css)
23:02:30	104634/104634	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2015%20Aug%202019%2022:02:27%20GMT	http://www.tunav.com/bundles/frontend/assets/img/1920x1080/57.jpg	C:/My%20Web%20Sites/nav/www.tunav.com/bundles/frontend/assets/img/1920x1080/57.jpg	(from http://www.tunav.com/css/26984de_global_11.css)
23:02:31	104634/104634	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2015%20Aug%202019%2022:02:28%20GMT	http://www.tunav.com/bundles/frontend/assets/img/1920x1080/58.jpg	C:/My%20Web%20Sites/nav/www.tunav.com/bundles/frontend/assets/img/1920x1080/58.jpg	(from http://www.tunav.com/css/26984de_global_11.css)
23:02:32	104622/104622	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2015%20Aug%202019%2022:02:29%20GMT	http://www.tunav.com/bundles/frontend/assets/img/500x500/11.jpg	C:/My%20Web%20Sites/nav/www.tunav.com/bundles/frontend/assets/img/500x500/11.jpg	(from http://www.tunav.com/css/26984de_global_11.css)
23:02:34	104622/104622	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2015%20Aug%202019%2022:02:30%20GMT	http://www.tunav.com/bundles/frontend/assets/img/500x500/12.jpg	C:/My%20Web%20Sites/nav/www.tunav.com/bundles/frontend/assets/img/500x500/12.jpg	(from http://www.tunav.com/css/26984de_global_11.css)
23:02:35	104622/104622	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2015%20Aug%202019%2022:02:32%20GMT	http://www.tunav.com/bundles/frontend/assets/img/500x500/13.jpg	C:/My%20Web%20Sites/nav/www.tunav.com/bundles/frontend/assets/img/500x500/13.jpg	(from http://www.tunav.com/css/26984de_global_11.css)
23:03:00	153744/153744	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Nov%202016%2010:59:26%20GMT	http://www.tunav.com/bundles/frontend/assets/img/laTrace-bg.jpg	C:/My%20Web%20Sites/nav/www.tunav.com/bundles/frontend/assets/img/laTrace-bg.jpg	(from http://www.tunav.com/css/26984de_global_11.css)
23:03:01	104634/104634	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2015%20Aug%202019%2022:02:58%20GMT	http://www.tunav.com/bundles/frontend/assets/img/1920x1080/45.jpg	C:/My%20Web%20Sites/nav/www.tunav.com/bundles/frontend/assets/img/1920x1080/45.7e.delayed	(from http://www.tunav.com/css/26984de_global_11.css)
23:03:05	257558/257558	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Dec%202016%2010:43:34%20GMT	http://www.tunav.com/bundles/frontend/assets/img/sig/sig-bg.jpg	C:/My%20Web%20Sites/nav/www.tunav.com/bundles/frontend/assets/img/sig/sig-bg.jpg	(from http://www.tunav.com/css/26984de_global_11.css)
23:03:06	104634/104634	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2015%20Aug%202019%2022:03:03%20GMT	http://www.tunav.com/bundles/frontend/assets/img/1920x1080/39.jpg	C:/My%20Web%20Sites/nav/www.tunav.com/bundles/frontend/assets/img/1920x1080/39.80.delayed	(from http://www.tunav.com/css/26984de_global_11.css)
23:03:07	104634/104634	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2015%20Aug%202019%2022:03:04%20GMT	http://www.tunav.com/bundles/frontend/assets/img/1920x1080/47.jpg	C:/My%20Web%20Sites/nav/www.tunav.com/bundles/frontend/assets/img/1920x1080/47.jpg	(from http://www.tunav.com/css/26984de_global_11.css)
23:03:09	104634/104634	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2015%20Aug%202019%2022:03:05%20GMT	http://www.tunav.com/bundles/frontend/assets/img/1920x1080/51.jpg	C:/My%20Web%20Sites/nav/www.tunav.com/bundles/frontend/assets/img/1920x1080/51.jpg	(from http://www.tunav.com/css/26984de_global_11.css)
23:03:15	81637/81637	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Aug%202017%2011:01:20%20GMT	http://www.tunav.com/bundles/frontend/assets/img/slides/slide-1.jpg	C:/My%20Web%20Sites/nav/www.tunav.com/bundles/frontend/assets/img/slides/slide-1.jpg	(from http://www.tunav.com/css/26984de_global_11.css)
23:03:16	104634/104634	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2015%20Aug%202019%2022:03:13%20GMT	http://www.tunav.com/bundles/frontend/assets/img/1920x1080/32.jpg	C:/My%20Web%20Sites/nav/www.tunav.com/bundles/frontend/assets/img/1920x1080/32.84.delayed	(from http://www.tunav.com/css/26984de_global_11.css)
23:03:17	104634/104634	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2015%20Aug%202019%2022:03:14%20GMT	http://www.tunav.com/bundles/frontend/assets/img/1920x1080/33.jpg	C:/My%20Web%20Sites/nav/www.tunav.com/bundles/frontend/assets/img/1920x1080/33.jpg	(from http://www.tunav.com/css/26984de_global_11.css)
23:03:19	104634/104634	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2015%20Aug%202019%2022:03:15%20GMT	http://www.tunav.com/bundles/frontend/assets/img/1920x1080/44.jpg	C:/My%20Web%20Sites/nav/www.tunav.com/bundles/frontend/assets/img/1920x1080/44.jpg	(from http://www.tunav.com/css/26984de_global_11.css)
23:03:20	104634/104634	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2015%20Aug%202019%2022:03:17%20GMT	http://www.tunav.com/bundles/frontend/assets/img/1920x1080/43.jpg	C:/My%20Web%20Sites/nav/www.tunav.com/bundles/frontend/assets/img/1920x1080/43.jpg	(from http://www.tunav.com/css/26984de_global_11.css)
23:03:30	59260/59260	---M--	200	added ('OK')	image/jpeg	date:Tue,%2015%20Nov%202016%2009:20:06%20GMT	http://www.tunav.com/bundles/frontend/assets/img/laTrace/laTrace_gestion-centralisee.jpg	C:/My%20Web%20Sites/nav/www.tunav.com/bundles/frontend/assets/img/laTrace/laTrace_gestion-centralisee.jpg	(from http://www.tunav.com/css/26984de_global_11.css)
23:03:43	80596/80596	---M--	200	added ('OK')	image/jpeg	date:Tue,%2015%20Nov%202016%2009:22:30%20GMT	http://www.tunav.com/bundles/frontend/assets/img/laTrace/laTrace_panoplie-de-fonctionnalites.jpg	C:/My%20Web%20Sites/nav/www.tunav.com/bundles/frontend/assets/img/laTrace/laTrace_panoplie-de-fonctionnalites.jpg	(from http://www.tunav.com/css/26984de_global_11.css)
